id;nome;email;valor_compra;dominio_email
4333;Sra. Bella Machado;olivia34@example.net;5232,1;example.net
4334;Joaquim Melo;fernanda56@example.org;7409,01;example.org
4335;Isabel Aragão;wgarcia@example.com;1695,47;example.com
4336;Larissa Cavalcante;wcamara@example.net;4254,99;example.net
4337;Yan Moreira;xcardoso@example.org;6244,29;example.org
4338;Júlia Cavalcanti;mjesus@example.com;8059,52;example.com
4339;Bryan Pires;guerrasophia@example.org;2809,21;example.org
4340;Rael Borges;da-conceicaogabrielly@example.com;5595,4;example.com
4341;Catarina Brito;enzo-gabrielalves@example.org;2184,25;example.org
4342;Dr. Vinícius da Conceição;vasconcelosmarina@example.org;8772,06;example.org
4343;Carolina Jesus;gabriellymonteiro@example.net;7538,84;example.net
4344;Maria Isis Jesus;oliveiraluigi@example.net;8494,93;example.net
4345;Luna Farias;eloah70@example.org;6723,56;example.org
4346;Fernanda Abreu;diaspedro-henrique@example.com;9422,53;example.com
4347;Leandro Rodrigues;castroanna-liz@example.com;8841,88;example.com
4348;Luna Marques;juliacirino@example.org;9357,24;example.org
4349;Ana Luiza Araújo;ravicassiano@example.org;6540,23;example.org
4350;Larissa Teixeira;leticia68@example.org;3020,28;example.org
4351;Evelyn Sá;mariane22@example.com;4274,47;example.com
4352;Maria Julia Macedo;ana-luiza95@example.org;3673,03;example.org
4353;Ísis Gonçalves;joao-miguel98@example.com;3619,99;example.com
4354;Gustavo Henrique Almeida;isadoraoliveira@example.com;9683,86;example.com
4355;Stella Campos;nicoleaparecida@example.org;2529,07;example.org
4356;Yago da Cunha;rochamariane@example.org;3009,89;example.org
4357;Sara Borges;martinsthiago@example.org;6868,01;example.org
4358;Arthur Miguel Sousa;znogueira@example.org;1432,2;example.org
4359;Ana Luiza da Costa;rda-cunha@example.org;4480,83;example.org
4360;Marcos Vinicius Mendonça;nicolas17@example.net;9785,4;example.net
4361;Yasmin Souza;kevinfernandes@example.com;8532,35;example.com
4362;Maysa Farias;theodoroda-cunha@example.org;1441,9;example.org
4363;Olivia Oliveira;psales@example.net;8108,49;example.net
4364;Isis Rodrigues;montenegrolucca@example.net;8041,48;example.net
4365;Sr. Anthony Gabriel Montenegro;acastro@example.net;8321,71;example.net
4366;Diogo Andrade;ana-claragarcia@example.com;6987,27;example.com
4367;Sr. Lucas da Rosa;juliasilva@example.com;8809,33;example.com
4368;Henrique Marques;da-rochagael-henrique@example.com;5318,35;example.com
4369;Luiza das Neves;andradematheus@example.com;5507,16;example.com
4370;Lívia Martins;albuquerquemanuella@example.net;8975,55;example.net
4371;Marina Brito;ramosrafael@example.com;1371,56;example.com
4372;Allana Siqueira;araujobruno@example.net;4790,77;example.net
4373;Vitor Hugo Borges;spinto@example.com;5225,58;example.com
4374;Raul da Rocha;emanuella05@example.com;9038,76;example.com
4375;Sra. Nina Marques;ana-livia07@example.com;3475,71;example.com
4376;Dr. Enzo Garcia;aragaodanilo@example.org;9157,09;example.org
4377;Sabrina Fonseca;raul63@example.com;6230,77;example.com
4378;Bernardo Andrade;anthony-gabrielnunes@example.com;7148,25;example.com
4379;Davi Lucas Guerra;maria-juliamendes@example.net;6287,95;example.net
4380;Lorena Silveira;silveiramelina@example.com;5154,12;example.com
4381;Sr. Davi Lucca Garcia;macedovitor@example.com;4695,25;example.com
4382;Sr. Vicente Aparecida;lopeshellena@example.org;1563,27;example.org
4383;Daniela Barbosa;gomesjose@example.com;5614,0;example.com
4384;Maya Brito;da-mataluiz-gustavo@example.net;5148,35;example.net
4385;Dr. Erick Cunha;hnovais@example.org;2370,86;example.org
4386;Dr. Apollo Novaes;francisco49@example.net;8058,69;example.net
4387;Ágatha Moreira;maria-julia41@example.org;6633,49;example.org
4388;Yuri Aparecida;vieiraraul@example.com;4509,12;example.com
4389;Benjamin Sá;bianca96@example.net;9666,11;example.net
4390;Maria Júlia Fogaça;isisda-mota@example.org;2205,35;example.org
4391;Isadora Viana;vnascimento@example.org;8468,58;example.org
4392;Heloisa Melo;agoncalves@example.org;7868,33;example.org
4393;Hadassa Alves;macedoana-beatriz@example.net;3839,23;example.net
4394;Gabriel Andrade;emanuellada-costa@example.net;8540,14;example.net
4395;Luiz Otávio Fonseca;cirinoantony@example.net;1434,45;example.net
4396;Julia Castro;joaonunes@example.org;1428,51;example.org
4397;Cauã Cassiano;zcunha@example.org;7147,55;example.org
4398;Sr. Arthur da Conceição;esterporto@example.net;5487,98;example.net
4399;Dom Rocha;ana-cecilia66@example.org;6546,57;example.org
4400;Davi Lucas Casa Grande;joao-gabrielgomes@example.net;7764,95;example.net
4401;Sr. Arthur Gabriel Cirino;portomaria-eduarda@example.net;9565,53;example.net
4402;Davi Lucca Cavalcanti;melissa69@example.org;3887,62;example.org
4403;Letícia Farias;marinajesus@example.org;2825,62;example.org
4404;Bernardo Araújo;bentogarcia@example.net;7515,63;example.net
4405;Maria Luísa Brito;xmacedo@example.com;6614,33;example.com
4406;Dr. Pedro Henrique Carvalho;vinicius47@example.com;7258,77;example.com
4407;Dra. Ana Lívia Carvalho;ana-vitoriaazevedo@example.com;5340,73;example.com
4408;Maria Vitória Cirino;yda-costa@example.org;6950,87;example.org
4409;Heitor Aparecida;jesusbruna@example.net;6566,36;example.net
4410;Ana Vitória Pacheco;dda-cunha@example.net;8998,51;example.net
4411;Dra. Brenda Marques;limajose@example.com;8811,85;example.com
4412;João Pedro Barros;ialmeida@example.org;7037,75;example.org
4413;Carlos Eduardo Pereira;cauamendonca@example.org;9662,7;example.org
4414;Davi Lucas Nogueira;borgesjosue@example.org;5134,04;example.org
4415;Thales Sousa;rael21@example.net;7730,85;example.net
4416;Bryan Aragão;oliverguerra@example.com;8341,55;example.com
4417;Sr. Benjamim Macedo;silvaisaque@example.com;3686,85;example.com
4418;Daniel Nunes;nataliagomes@example.com;1679,76;example.com
4419;Ryan Lopes;valentimmacedo@example.com;4402,28;example.com
4420;Sr. Yan Ribeiro;noah91@example.org;1750,96;example.org
4421;Maria Isis da Mota;ravy94@example.net;9111,93;example.net
4422;Rafael Santos;yuribrito@example.org;9217,49;example.org
4423;Ana Carolina Porto;anthony-gabriel21@example.net;2133,24;example.net
4424;Matheus Novaes;obrito@example.net;4791,0;example.net
4425;Maria Laura Pereira;rhavialbuquerque@example.com;7352,77;example.com
4426;Maria Flor Pires;ana-vitoriada-conceicao@example.org;3738,62;example.org
4427;Juan Mendes;barbosastella@example.org;9999,52;example.org
4428;Dante Aparecida;sandrade@example.org;3940,47;example.org
4429;Fernando Abreu;wsales@example.net;6900,39;example.net
4430;Julia Pires;luiz-miguelalves@example.org;6872,63;example.org
4431;Otávio Brito;ravi-lucca64@example.org;4281,52;example.org
4432;Bento Rocha;da-rosacaleb@example.org;8385,83;example.org
4433;Antonella Santos;leticia74@example.org;9885,28;example.org
4434;Felipe Ramos;pachecojoao-vitor@example.org;5384,54;example.org
4435;Cecilia da Mota;tgarcia@example.com;9417,37;example.com
4436;Srta. Manuella Fogaça;icirino@example.org;5010,23;example.org
4437;Lavínia Leão;freitascarlos-eduardo@example.net;6954,84;example.net
4438;Murilo Pinto;yrezende@example.org;2387,59;example.org
4439;Thiago da Costa;maria-alicepires@example.net;9712,94;example.net
4440;Valentina da Mota;aparecidajuan@example.org;5437,02;example.org
4441;Pietra Ferreira;brezende@example.net;3035,11;example.net
4442;Sr. Lucca da Cunha;ana-liz95@example.com;7623,1;example.com
4443;Bruno da Rosa;pireshadassa@example.net;6981,72;example.net
4444;João Gabriel Barbosa;qcirino@example.net;8471,41;example.net
4445;Aylla Ramos;pribeiro@example.org;5451,91;example.org
4446;Lucas Gabriel Moura;freitasenzo-gabriel@example.net;2260,27;example.net
4447;Elisa da Rocha;nogueirabeatriz@example.net;2546,97;example.net
4448;Gabriel Monteiro;bleao@example.net;6342,01;example.net
4449;Fernando Peixoto;barbaraandrade@example.org;1070,86;example.org
4450;Ravi Campos;sousamariah@example.net;6453,51;example.net
4451;Daniela Marques;ymarques@example.org;6434,0;example.org
4452;Ana Clara Sampaio;qcosta@example.com;2866,69;example.com
4453;Diego Souza;brenocosta@example.com;6377,68;example.com
4454;Srta. Esther Cirino;vitorda-rosa@example.com;1097,22;example.com
4455;Arthur Miguel Cardoso;nmendes@example.com;5473,16;example.com
4456;Luiz Miguel Martins;marianemoura@example.com;9010,79;example.com
4457;Dra. Maria Alice Pereira;andradejose@example.com;1900,72;example.com
4458;Stella Nunes;lbarros@example.net;3308,75;example.net
4459;Daniela Guerra;calebealmeida@example.net;3418,08;example.net
4460;Arthur Gabriel Aparecida;moliveira@example.org;5518,33;example.org
4461;Vitória Alves;barrosgael@example.net;6093,72;example.net
4462;Emilly Fogaça;rodriguesguilherme@example.org;2686,74;example.org
4463;Sr. Vicente da Costa;duarteesther@example.org;9833,4;example.org
4464;Ana Sophia Caldeira;mateus91@example.net;6079,15;example.net
4465;Ana Clara Nogueira;marquespedro@example.net;2062,4;example.net
4466;Maria Vitória Martins;novaisian@example.com;4808,08;example.com
4467;Luiz Gustavo Novaes;theoda-costa@example.org;5209,96;example.org
4468;Maria Luiza Câmara;allana77@example.com;1810,6;example.com
4469;Oliver da Cunha;leaoalice@example.org;1290,28;example.org
4470;Renan Novaes;ealmeida@example.org;5031,97;example.org
4471;Guilherme Sousa;fonsecajoaquim@example.com;9956,01;example.com
4472;Valentina Castro;rebeca29@example.com;8749,64;example.com
4473;Melina Porto;costelaana-luiza@example.net;1678,72;example.net
4474;Melina Melo;agarcia@example.org;8859,03;example.org
4475;Sr. Noah Barros;manuellacostela@example.com;6194,39;example.com
4476;Manuella Brito;henriqueribeiro@example.net;1664,04;example.net
4477;Mateus Machado;kaiquemelo@example.org;3770,44;example.org
4478;Diego Mendonça;da-cruzmaria-clara@example.net;1000,25;example.net
4479;Benjamim Campos;bda-mota@example.org;4695,48;example.org
4480;Isabela Brito;fogacaeduarda@example.net;3604,55;example.net
4481;Rebeca Mendes;gteixeira@example.com;2158,27;example.com
4482;Henry Gabriel Teixeira;riosvinicius@example.net;7546,37;example.net
4483;Melina Pires;cavalcantiluiza@example.com;9271,98;example.com
4484;Rafaela Albuquerque;heloisa99@example.org;2391,9;example.org
4485;Mariana Costela;pteixeira@example.org;4703,68;example.org
4486;João Pedro Nogueira;pedro-lucas83@example.org;2745,91;example.org
4487;Dra. Alícia Correia;camargodavi-lucca@example.org;8978,93;example.org
4488;Sra. Olivia Porto;araujomaria-julia@example.com;5907,97;example.com
4489;Yago Aparecida;pastoraugusto@example.org;6676,43;example.org
4490;Kamilly Freitas;silvanicole@example.net;1070,15;example.net
4491;Rael Farias;gcaldeira@example.com;8425,82;example.com
4492;Davi Miguel Mendes;emillyvasconcelos@example.org;6830,05;example.org
4493;Antony Moreira;cribeiro@example.com;2358,33;example.com
4494;Hellena Macedo;costagabrielly@example.net;8983,3;example.net
4495;Valentim Macedo;anthonynascimento@example.com;1348,21;example.com
4496;Igor Fernandes;ncassiano@example.net;6332,13;example.net
4497;Clarice Teixeira;tcamara@example.com;3911,09;example.com
4498;Sr. Rafael Andrade;martinsbarbara@example.net;2476,82;example.net
4499;Lívia Teixeira;liz35@example.com;9047,75;example.com
4500;Thiago Almeida;gabrielavargas@example.net;4480,72;example.net
4501;Ian Abreu;tribeiro@example.org;7542,18;example.org
4502;Srta. Maria Helena Porto;cunhaluiz-gustavo@example.net;9945,53;example.net
4503;Paulo Abreu;nsouza@example.com;7702,26;example.com
4504;Gael Rodrigues;ralbuquerque@example.net;3605,63;example.net
4505;Srta. Maria Eduarda da Cruz;marcelamarques@example.org;8391,65;example.org
4506;Dra. Sophie Rezende;ottomonteiro@example.com;1995,85;example.com
4507;Maria Clara Cavalcante;nda-costa@example.org;2769,69;example.org
4508;Lavínia Cunha;joao-gabriel99@example.org;3957,55;example.org
4509;Fernanda Cavalcanti;siqueiramaria-flor@example.com;8643,43;example.com
4510;Thales Cunha;mouramaria-cecilia@example.net;1968,23;example.net
4511;Cecilia da Conceição;bviana@example.org;8579,18;example.org
4512;Benício Gonçalves;mferreira@example.com;3714,69;example.com
4513;Bento Monteiro;goncalvesthales@example.org;7239,25;example.org
4514;Anna Liz Jesus;mayasiqueira@example.com;4809,84;example.com
4515;José Brito;da-rosagael-henrique@example.org;5679,64;example.org
4516;Sr. André Sales;cassianorebeca@example.net;8732,66;example.net
4517;Vinicius Cassiano;oliveiramatteo@example.com;1465,95;example.com
4518;Theodoro Pereira;pereiramilena@example.com;9579,36;example.com
4519;Otto da Rocha;luccasilva@example.com;4067,4;example.com
4520;Erick Cunha;heitor58@example.com;2679,04;example.com
4521;Alice Andrade;pachecomarina@example.com;6162,73;example.com
4522;Davi Luiz Vargas;sousayan@example.com;1606,18;example.com
4523;Cecilia da Mata;costelacaroline@example.net;8002,94;example.net
4524;Mariah Mendes;xcardoso@example.org;4647,52;example.org
4525;Fernanda Cavalcante;pcampos@example.net;9267,42;example.net
4526;Liz da Cunha;limaeloah@example.org;4523,48;example.org
4527;Larissa Siqueira;mrodrigues@example.net;1158,16;example.net
4528;Leandro Cassiano;arthurdias@example.org;7718,89;example.org
4529;Bruna Santos;mateus16@example.com;3776,44;example.com
4530;Lorena da Mota;andradebeatriz@example.com;1827,36;example.com
4531;Oliver Vieira;sarahpimenta@example.com;4000,12;example.com
4532;Eduarda Gomes;arthur29@example.net;9011,75;example.net
4533;Srta. Bella Campos;cirinovinicius@example.org;3784,56;example.org
4534;Ana Fonseca;nicolelima@example.net;9730,03;example.net
4535;Mateus Castro;da-costaarthur-miguel@example.org;5587,04;example.org
4536;Maria Flor Vargas;lais07@example.net;8112,54;example.net
4537;Mariah Vasconcelos;ana-vitoriadas-neves@example.org;5033,01;example.org
4538;Luara Nascimento;fogacaigor@example.com;9961,22;example.com
4539;Julia Freitas;fogacaalana@example.net;9017,11;example.net
4540;Gael Henrique Sampaio;emanuellyaparecida@example.org;3498,74;example.org
4541;Mariana das Neves;luanlima@example.org;5348,92;example.org
4542;Dra. Nina Martins;da-costaana-vitoria@example.org;1703,8;example.org
4543;Maria Júlia Carvalho;wcampos@example.net;5512,22;example.net
4544;Marcelo Barros;arthur-miguel17@example.org;5891,39;example.org
4545;Dra. Maria Eduarda Souza;nascimentojose-pedro@example.net;8680,33;example.net
4546;Sr. Pedro Henrique Santos;aylacostela@example.com;6907,61;example.com
4547;João Vitor Pereira;dom01@example.net;4570,68;example.net
4548;Alícia Sampaio;psilveira@example.org;1486,15;example.org
4549;Rodrigo Costela;yasminsales@example.org;9047,05;example.org
4550;Dr. Dante Gomes;olivia49@example.org;7422,16;example.org
4551;Leandro Cunha;danielasilva@example.com;5285,08;example.com
4552;Anthony Gabriel Carvalho;gustavo-henriqueteixeira@example.net;2636,53;example.net
4553;Emanuelly Sousa;da-rosalaura@example.net;3765,48;example.net
4554;Pedro Lucas Nunes;da-costarael@example.com;4257,33;example.com
4555;Luana Sales;isadora79@example.net;8240,44;example.net
4556;Ísis da Paz;bellaviana@example.net;2433,22;example.net
4557;Dra. Luna Melo;theomonteiro@example.net;7584,22;example.net
4558;Nicole Garcia;acassiano@example.net;6683,92;example.net
4559;Vinícius Novaes;krezende@example.com;3933,51;example.com
4560;Danilo Campos;enogueira@example.org;5935,2;example.org
4561;Antonella Mendes;da-costamurilo@example.net;4776,72;example.net
4562;Dra. Emilly Nascimento;lpires@example.com;9605,04;example.com
4563;Davi Miguel Nunes;emanuellyvieira@example.net;5701,52;example.net
4564;Guilherme Caldeira;da-pazsophie@example.net;8658,19;example.net
4565;Sr. Levi Siqueira;mariane59@example.com;7852,63;example.com
4566;Luiz Otávio Mendes;ribeiroluigi@example.com;2990,96;example.com
4567;Luiz Miguel Viana;aribeiro@example.com;8767,4;example.com
4568;Dr. André Ramos;garciaisabel@example.net;2890,86;example.net
4569;Sra. Maria Júlia Moreira;jpereira@example.org;7130,56;example.org
4570;Dr. Brayan Barbosa;antoniocamara@example.net;6337,73;example.net
4571;Caroline Alves;ejesus@example.com;5252,89;example.com
4572;Ana Clara Freitas;ana-julia77@example.org;7133,71;example.org
4573;Marcos Vinicius Sousa;rcampos@example.com;5532,98;example.com
4574;Arthur Miguel Sousa;ana-luizada-rosa@example.net;7339,75;example.net
4575;Emanuella Camargo;da-conceicaoyuri@example.net;3690,2;example.net
4576;Bento Pires;maria-clarada-mota@example.com;6330,42;example.com
4577;Luiz Henrique Rodrigues;salbuquerque@example.org;9930,98;example.org
4578;Ayla Gonçalves;duartetheo@example.net;6781,98;example.net
4579;Jade Viana;guilherme91@example.com;4882,92;example.com
4580;Henry Gabriel Moraes;duarteliz@example.org;4691,78;example.org
4581;Júlia da Conceição;zda-cunha@example.net;7811,88;example.net
4582;Gustavo Vargas;mendoncaluiz-otavio@example.com;4252,34;example.com
4583;Enrico Fogaça;ian61@example.com;1942,79;example.com
4584;Maria Câmara;eduardooliveira@example.com;9663,56;example.com
4585;Olívia Macedo;esiqueira@example.com;1178,11;example.com
4586;Davi Lucas Aparecida;aaparecida@example.com;6309,73;example.com
4587;Mariane Teixeira;fariasantonella@example.com;5762,43;example.com
4588;Olívia Borges;ivasconcelos@example.org;3963,42;example.org
4589;Daniela Cunha;cavalcantimaria-julia@example.org;8674,74;example.org
4590;Sr. Heitor Moreira;barbara81@example.com;7516,15;example.com
4591;Noah Barros;antony58@example.net;9733,68;example.net
4592;Isabel da Cruz;esther20@example.org;7572,53;example.org
4593;Sophia Campos;fribeiro@example.net;1937,14;example.net
