id;nome;email;valor_compra
4411;Dra. Brenda Marques;limajose@example.com;8811.85
4412;João Pedro Barros;ialmeida@example.org;7037.75
4413;Carlos Eduardo Pereira;cauamendonca@example.org;9662.70
4414;Davi Lucas Nogueira;borgesjosue@example.org;5134.04
4415;Thales Sousa;rael21@example.net;7730.85
4416;Bryan Aragão;oliverguerra@example.com;8341.55
4417;Sr. Benjamim Macedo;silvaisaque@example.com;3686.85
4418;Daniel Nunes;nataliagomes@example.com;1679.76
4419;Ryan Lopes;valentimmacedo@example.com;4402.28
4420;Sr. Yan Ribeiro;noah91@example.org;1750.96
4421;Maria Isis da Mota;ravy94@example.net;9111.93
4422;Rafael Santos;yuribrito@example.org;9217.49
4423;Ana Carolina Porto;anthony-gabriel21@example.net;2133.24
4424;Matheus Novaes;obrito@example.net;4791.00
4425;Maria Laura Pereira;rhavialbuquerque@example.com;7352.77
4426;Maria Flor Pires;ana-vitoriada-conceicao@example.org;3738.62
4427;Juan Mendes;barbosastella@example.org;9999.52
4428;Dante Aparecida;sandrade@example.org;3940.47
4429;Fernando Abreu;wsales@example.net;6900.39
4430;Julia Pires;luiz-miguelalves@example.org;6872.63
4431;Otávio Brito;ravi-lucca64@example.org;4281.52
4432;Bento Rocha;da-rosacaleb@example.org;8385.83
4433;Antonella Santos;leticia74@example.org;9885.28
4434;Felipe Ramos;pachecojoao-vitor@example.org;5384.54
4435;Cecilia da Mota;tgarcia@example.com;9417.37
4436;Srta. Manuella Fogaça;icirino@example.org;5010.23
4437;Lavínia Leão;freitascarlos-eduardo@example.net;6954.84
4438;Murilo Pinto;yrezende@example.org;2387.59
4439;Thiago da Costa;maria-alicepires@example.net;9712.94
4440;Valentina da Mota;aparecidajuan@example.org;5437.02
4441;Pietra Ferreira;brezende@example.net;3035.11
4442;Sr. Lucca da Cunha;ana-liz95@example.com;7623.10
4443;Bruno da Rosa;pireshadassa@example.net;6981.72
4444;João Gabriel Barbosa;qcirino@example.net;8471.41
4445;Aylla Ramos;pribeiro@example.org;5451.91
4446;Lucas Gabriel Moura;freitasenzo-gabriel@example.net;2260.27
4447;Elisa da Rocha;nogueirabeatriz@example.net;2546.97
4448;Gabriel Monteiro;bleao@example.net;6342.01
4449;Fernando Peixoto;barbaraandrade@example.org;1070.86
4450;Ravi Campos;sousamariah@example.net;6453.51
4451;Daniela Marques;ymarques@example.org;6434.00
4452;Ana Clara Sampaio;qcosta@example.com;2866.69
4453;Diego Souza;brenocosta@example.com;6377.68
4454;Srta. Esther Cirino;vitorda-rosa@example.com;1097.22
4455;Arthur Miguel Cardoso;nmendes@example.com;5473.16
4456;Luiz Miguel Martins;marianemoura@example.com;9010.79
4457;Dra. Maria Alice Pereira;andradejose@example.com;1900.72
4458;Stella Nunes;lbarros@example.net;3308.75
4459;Daniela Guerra;calebealmeida@example.net;3418.08
4460;Arthur Gabriel Aparecida;moliveira@example.org;5518.33
4461;Vitória Alves;barrosgael@example.net;6093.72
4462;Emilly Fogaça;rodriguesguilherme@example.org;2686.74
4463;Sr. Vicente da Costa;duarteesther@example.org;9833.40
4464;Ana Sophia Caldeira;mateus91@example.net;6079.15
4465;Ana Clara Nogueira;marquespedro@example.net;2062.40
4466;Maria Vitória Martins;novaisian@example.com;4808.08
4467;Luiz Gustavo Novaes;theoda-costa@example.org;5209.96
4468;Maria Luiza Câmara;allana77@example.com;1810.60
4469;Oliver da Cunha;leaoalice@example.org;1290.28
4470;Renan Novaes;ealmeida@example.org;5031.97
4471;Guilherme Sousa;fonsecajoaquim@example.com;9956.01
4472;Valentina Castro;rebeca29@example.com;8749.64
4473;Melina Porto;costelaana-luiza@example.net;1678.72
4474;Melina Melo;agarcia@example.org;8859.03
4475;Sr. Noah Barros;manuellacostela@example.com;6194.39
4476;Manuella Brito;henriqueribeiro@example.net;1664.04
4477;Mateus Machado;kaiquemelo@example.org;3770.44
4478;Diego Mendonça;da-cruzmaria-clara@example.net;1000.25
4479;Benjamim Campos;bda-mota@example.org;4695.48
4480;Isabela Brito;fogacaeduarda@example.net;3604.55
4481;Rebeca Mendes;gteixeira@example.com;2158.27
4482;Henry Gabriel Teixeira;riosvinicius@example.net;7546.37
4483;Melina Pires;cavalcantiluiza@example.com;9271.98
4484;Rafaela Albuquerque;heloisa99@example.org;2391.90
4485;Mariana Costela;pteixeira@example.org;4703.68
4486;João Pedro Nogueira;pedro-lucas83@example.org;2745.91
4487;Dra. Alícia Correia;camargodavi-lucca@example.org;8978.93
4488;Sra. Olivia Porto;araujomaria-julia@example.com;5907.97
4489;Yago Aparecida;pastoraugusto@example.org;6676.43
4490;Kamilly Freitas;silvanicole@example.net;1070.15
4491;Rael Farias;gcaldeira@example.com;8425.82
4492;Davi Miguel Mendes;emillyvasconcelos@example.org;6830.05
4493;Antony Moreira;cribeiro@example.com;2358.33
4494;Hellena Macedo;costagabrielly@example.net;8983.30
4495;Valentim Macedo;anthonynascimento@example.com;1348.21
4496;Igor Fernandes;ncassiano@example.net;6332.13
4497;Clarice Teixeira;tcamara@example.com;3911.09
4498;Sr. Rafael Andrade;martinsbarbara@example.net;2476.82
4499;Lívia Teixeira;liz35@example.com;9047.75
4500;Thiago Almeida;gabrielavargas@example.net;4480.72
4501;Ian Abreu;tribeiro@example.org;7542.18
4502;Srta. Maria Helena Porto;cunhaluiz-gustavo@example.net;9945.53
4503;Paulo Abreu;nsouza@example.com;7702.26
4504;Gael Rodrigues;ralbuquerque@example.net;3605.63
4505;Srta. Maria Eduarda da Cruz;marcelamarques@example.org;8391.65
4506;Dra. Sophie Rezende;ottomonteiro@example.com;1995.85
4507;Maria Clara Cavalcante;nda-costa@example.org;2769.69
4508;Lavínia Cunha;joao-gabriel99@example.org;3957.55
4509;Fernanda Cavalcanti;siqueiramaria-flor@example.com;8643.43
4510;Thales Cunha;mouramaria-cecilia@example.net;1968.23
4511;Cecilia da Conceição;bviana@example.org;8579.18
4512;Benício Gonçalves;mferreira@example.com;3714.69
4513;Bento Monteiro;goncalvesthales@example.org;7239.25
4514;Anna Liz Jesus;mayasiqueira@example.com;4809.84
4515;José Brito;da-rosagael-henrique@example.org;5679.64
4516;Sr. André Sales;cassianorebeca@example.net;8732.66
4517;Vinicius Cassiano;oliveiramatteo@example.com;1465.95
4518;Theodoro Pereira;pereiramilena@example.com;9579.36
4519;Otto da Rocha;luccasilva@example.com;4067.40
4520;Erick Cunha;heitor58@example.com;2679.04
4521;Alice Andrade;pachecomarina@example.com;6162.73
4522;Davi Luiz Vargas;sousayan@example.com;1606.18
4523;Cecilia da Mata;costelacaroline@example.net;8002.94
4524;Mariah Mendes;xcardoso@example.org;4647.52
4525;Fernanda Cavalcante;pcampos@example.net;9267.42
4526;Liz da Cunha;limaeloah@example.org;4523.48
4527;Larissa Siqueira;mrodrigues@example.net;1158.16
4528;Leandro Cassiano;arthurdias@example.org;7718.89
4529;Bruna Santos;mateus16@example.com;3776.44
4530;Lorena da Mota;andradebeatriz@example.com;1827.36
4531;Oliver Vieira;sarahpimenta@example.com;4000.12
4532;Eduarda Gomes;arthur29@example.net;9011.75
4533;Srta. Bella Campos;cirinovinicius@example.org;3784.56
4534;Ana Fonseca;nicolelima@example.net;9730.03
4535;Mateus Castro;da-costaarthur-miguel@example.org;5587.04
4536;Maria Flor Vargas;lais07@example.net;8112.54
4537;Mariah Vasconcelos;ana-vitoriadas-neves@example.org;5033.01
4538;Luara Nascimento;fogacaigor@example.com;9961.22
4539;Julia Freitas;fogacaalana@example.net;9017.11
4540;Gael Henrique Sampaio;emanuellyaparecida@example.org;3498.74
4541;Mariana das Neves;luanlima@example.org;5348.92
4542;Dra. Nina Martins;da-costaana-vitoria@example.org;1703.80
4543;Maria Júlia Carvalho;wcampos@example.net;5512.22
4544;Marcelo Barros;arthur-miguel17@example.org;5891.39
4545;Dra. Maria Eduarda Souza;nascimentojose-pedro@example.net;8680.33
4546;Sr. Pedro Henrique Santos;aylacostela@example.com;6907.61
4547;João Vitor Pereira;dom01@example.net;4570.68
4548;Alícia Sampaio;psilveira@example.org;1486.15
4549;Rodrigo Costela;yasminsales@example.org;9047.05
4550;Dr. Dante Gomes;olivia49@example.org;7422.16
4551;Leandro Cunha;danielasilva@example.com;5285.08
4552;Anthony Gabriel Carvalho;gustavo-henriqueteixeira@example.net;2636.53
4553;Emanuelly Sousa;da-rosalaura@example.net;3765.48
4554;Pedro Lucas Nunes;da-costarael@example.com;4257.33
4555;Luana Sales;isadora79@example.net;8240.44
4556;Ísis da Paz;bellaviana@example.net;2433.22
4557;Dra. Luna Melo;theomonteiro@example.net;7584.22
4558;Nicole Garcia;acassiano@example.net;6683.92
4559;Vinícius Novaes;krezende@example.com;3933.51
4560;Danilo Campos;enogueira@example.org;5935.20
4561;Antonella Mendes;da-costamurilo@example.net;4776.72
4562;Dra. Emilly Nascimento;lpires@example.com;9605.04
4563;Davi Miguel Nunes;emanuellyvieira@example.net;5701.52
4564;Guilherme Caldeira;da-pazsophie@example.net;8658.19
4565;Sr. Levi Siqueira;mariane59@example.com;7852.63
4566;Luiz Otávio Mendes;ribeiroluigi@example.com;2990.96
4567;Luiz Miguel Viana;aribeiro@example.com;8767.40
4568;Dr. André Ramos;garciaisabel@example.net;2890.86
4569;Sra. Maria Júlia Moreira;jpereira@example.org;7130.56
4570;Dr. Brayan Barbosa;antoniocamara@example.net;6337.73
4571;Caroline Alves;ejesus@example.com;5252.89
4572;Ana Clara Freitas;ana-julia77@example.org;7133.71
4573;Marcos Vinicius Sousa;rcampos@example.com;5532.98
4574;Arthur Miguel Sousa;ana-luizada-rosa@example.net;7339.75
4575;Emanuella Camargo;da-conceicaoyuri@example.net;3690.20
4576;Bento Pires;maria-clarada-mota@example.com;6330.42
4577;Luiz Henrique Rodrigues;salbuquerque@example.org;9930.98
4578;Ayla Gonçalves;duartetheo@example.net;6781.98
4579;Jade Viana;guilherme91@example.com;4882.92
4580;Henry Gabriel Moraes;duarteliz@example.org;4691.78
4581;Júlia da Conceição;zda-cunha@example.net;7811.88
4582;Gustavo Vargas;mendoncaluiz-otavio@example.com;4252.34
4583;Enrico Fogaça;ian61@example.com;1942.79
4584;Maria Câmara;eduardooliveira@example.com;9663.56
4585;Olívia Macedo;esiqueira@example.com;1178.11
4586;Davi Lucas Aparecida;aaparecida@example.com;6309.73
4587;Mariane Teixeira;fariasantonella@example.com;5762.43
4588;Olívia Borges;ivasconcelos@example.org;3963.42
4589;Daniela Cunha;cavalcantimaria-julia@example.org;8674.74
4590;Sr. Heitor Moreira;barbara81@example.com;7516.15
4591;Noah Barros;antony58@example.net;9733.68
4592;Isabel da Cruz;esther20@example.org;7572.53
4593;Sophia Campos;fribeiro@example.net;1937.14
4594;Bruno Ferreira;kcavalcante@example.org;1574.88
4595;Ian Dias;tmachado@example.net;9837.41
4596;Marina Montenegro;wda-mota@example.com;4589.39
4597;Luara Borges;ceciliamendes@example.net;8216.42
4598;Oliver Moraes;mirella70@example.org;2435.23
4599;Igor Casa Grande;luiz-gustavonogueira@example.org;5675.45
4600;Luana Mendes;oda-paz@example.net;8231.53
4601;José Sampaio;leandrobarros@example.org;3009.76
4602;Josué Oliveira;ecampos@example.com;6693.66
4603;Maria Alice Teixeira;maria-ceciliaduarte@example.net;3374.54
4604;Dr. Lucas Aparecida;luisapires@example.net;2607.58
4605;Luigi Correia;wcardoso@example.net;2755.44
4606;Sra. Nina Borges;sophie51@example.net;3471.51
4607;Davi Lucas Campos;bento92@example.net;4145.50
4608;Carlos Eduardo Sá;moraesbenicio@example.org;3001.71
4609;Pedro Lucas Melo;marinasantos@example.net;3884.40
4610;Fernanda Barbosa;pietraleao@example.net;8203.18
4611;Anna Liz Lima;joao-pedro27@example.com;7687.52
4612;Dra. Pietra Araújo;vrios@example.com;3268.99
4613;Hadassa Cirino;vitoriasales@example.net;7403.83
4614;Alice da Cruz;msa@example.com;8880.77
4615;Dr. Davi Lucas Moreira;pietraborges@example.com;4358.41
4616;Dra. Clara Fogaça;dmendonca@example.net;4304.38
4617;Théo Cunha;lucasandrade@example.org;1022.38
4618;Pietra Silveira;maria45@example.net;8515.23
4619;Benjamin Pacheco;lunnapires@example.org;9352.40
4620;Maria Clara da Mata;rodrigosantos@example.com;9806.42
4621;Milena das Neves;kaiqueda-rocha@example.com;9268.30
4622;Luan Cardoso;da-rosaravi@example.org;8157.64
4623;Dr. Erick Leão;nascimentoemanuella@example.com;1599.86
4624;Kevin Araújo;leonardocirino@example.org;8857.69
4625;Benicio Pereira;wgoncalves@example.org;1838.77
4626;Rafael Almeida;anthony49@example.net;1631.40
4627;Maria Fernanda Rocha;viniciuspeixoto@example.com;6583.04
4628;Amanda Fogaça;maria-isiscirino@example.com;3542.75
4629;Caio Pires;jose-pedrojesus@example.net;3837.68
4630;Ana Liz Andrade;hadassa67@example.net;5800.39
4631;Agatha Peixoto;zsampaio@example.net;1591.38
4632;Isis Cavalcante;mendoncaluiz-gustavo@example.net;2766.27
4633;Maria Julia Farias;jade58@example.com;5834.67
4634;Srta. Kamilly Costa;silvagustavo@example.net;2297.32
4635;Mariana Alves;oliviadias@example.com;4572.13
4636;Renan Fogaça;heloisabarros@example.com;1687.59
4637;Lara Alves;tvieira@example.org;2060.09
4638;Erick Cavalcante;maria-alicecarvalho@example.org;5331.87
4639;Dra. Maria Luísa Mendonça;rcastro@example.net;7132.70
4640;Sophie Dias;maria-flormoura@example.org;5056.11
4641;José Pedro Nogueira;xda-cruz@example.com;3642.96
4642;Brayan Correia;danielda-cruz@example.com;5655.01
4643;Mateus Oliveira;novaesnathan@example.com;7770.33
4644;Sr. Leandro Costa;koliveira@example.net;3778.89
4645;Thomas Cunha;paulofreitas@example.com;5080.48
4646;Josué Alves;wcosta@example.org;5527.53
4647;Camila Câmara;silvaevelyn@example.org;7778.45
4648;Ana Carolina Rezende;da-cruzjose@example.com;1366.22
4649;Dr. Gael Pimenta;oliveiratheodoro@example.net;4761.03
4650;Natália Castro;luiz-otavionovaes@example.net;4222.37
4651;Luigi Ramos;albuquerquedavi-luiz@example.org;2331.65
4652;Fernando Cavalcanti;isabela43@example.com;3113.58
4653;Isadora Pinto;mendespaulo@example.org;8420.93
4654;Gustavo Montenegro;luan77@example.org;1874.17
4655;Kevin Vieira;xjesus@example.com;6735.94
4656;Paulo Aparecida;joao-guilhermecampos@example.com;4246.98
4657;Yuri Moraes;davi-lucascirino@example.org;2304.01
4658;Alexandre Duarte;nogueirahenry@example.org;8303.27
4659;Srta. Sabrina Brito;nogueirabenicio@example.net;4842.88
4660;Arthur Gabriel Montenegro;avasconcelos@example.net;6800.61
4661;Antony das Neves;dom26@example.net;1008.62
4662;Sabrina Casa Grande;zcaldeira@example.net;6350.23
4663;Sr. Nathan Abreu;ayllada-cruz@example.net;6894.82
4664;Luiza Silva;fonsecavitor@example.com;4389.17
4665;Maria Luísa Moura;machadoluiz-henrique@example.net;2916.26
4666;Rael Novaes;pastorigor@example.org;5150.71
4667;Sr. Diogo Jesus;melina97@example.org;8322.67
4668;Lorena da Conceição;samuelrezende@example.org;8593.40
4669;Mariana Camargo;stephanypacheco@example.net;5119.45
4670;Lucca Sá;hfogaca@example.org;7570.10
4671;Stephany Oliveira;benicio73@example.com;2174.97
4672;Enzo Gabriel Fernandes;isabel90@example.net;8463.72
4673;Vitor Silva;ecostela@example.com;2994.43
4674;Davi Lucas Novais;sampaioana-carolina@example.org;7249.98
4675;Manuella Carvalho;ana-liviapeixoto@example.net;6874.34
4676;Beatriz Duarte;marquesmaria-clara@example.com;9487.52
4677;Francisco Aparecida;ymacedo@example.net;6523.45
4678;Ana Júlia Pereira;ana-julianovais@example.net;7281.86
4679;Emanuelly Duarte;luna12@example.net;1510.38
4680;Bento Barbosa;ngarcia@example.org;7789.49
4681;Mariane Barbosa;nviana@example.net;5199.50
4682;Dr. Antônio da Mata;ceciliarios@example.com;2391.55
4683;Isabella Pires;ravysales@example.org;6672.84
4684;Dra. Maria Fernanda Pereira;costalavinia@example.net;8261.97
4685;Dra. Brenda Fogaça;imachado@example.org;7718.45
4686;Manuela Souza;raviferreira@example.net;7254.98
4687;Dra. Natália Rocha;agathamoura@example.com;9450.66
4688;Vitor Gabriel Aparecida;ravi-lucca96@example.net;5359.09
4689;Rafael Freitas;alicia49@example.com;3786.71
4690;Ester Santos;rael86@example.net;4131.91
4691;Luiza Martins;salesmaria-fernanda@example.com;8618.67
4692;Eloá Guerra;caparecida@example.com;3359.36
4693;Júlia Duarte;peixotobarbara@example.org;9170.40
4694;Pedro Miguel Peixoto;lfarias@example.net;4298.67
4695;Dr. Bruno Carvalho;fariasana-julia@example.com;1740.08
4696;Clara Gonçalves;joao-guilherme37@example.net;1643.21
4697;Helena Souza;lunnaporto@example.com;4668.54
4698;Dr. Diogo da Cunha;earagao@example.com;6866.50
4699;Sra. Ana Liz da Cunha;qrodrigues@example.com;1395.79
4700;Cecília Cardoso;emanuelly13@example.com;1552.24
4701;Nicolas Duarte;rmonteiro@example.com;3726.49
4702;Maysa Sousa;hdias@example.net;5996.29
4703;Sr. Liam Moraes;milenapereira@example.org;5850.59
4704;Dr. Francisco Cassiano;maria-julia36@example.com;3975.11
4705;Benjamin Campos;bda-rocha@example.net;8725.86
4706;Isis Gonçalves;heloisafernandes@example.com;9715.47
4707;Julia Fonseca;claricealves@example.net;5182.01
4708;Lucca Ferreira;dporto@example.net;1082.71
4709;Eduarda Montenegro;marquesjoao-vitor@example.org;6556.32
4710;Anthony Gabriel Mendonça;marianaazevedo@example.net;4661.74
4711;Sr. Bruno Melo;mariana27@example.com;7571.80
4712;Lorena Porto;souzamatteo@example.org;7715.95
4713;Vicente Albuquerque;matteovasconcelos@example.com;2484.46
4714;Emanuella Leão;zsa@example.com;4486.41
4715;Emanuella Dias;unovais@example.com;6217.02
4716;Davi Luiz Nascimento;fernando16@example.org;2557.22
4717;Renan Novaes;ysilveira@example.org;3378.76
4718;Benicio Ferreira;anthony-gabriel48@example.com;9944.22
4719;Mariah da Paz;ipinto@example.com;3983.89
4720;Brayan Rezende;hadassacunha@example.org;8820.83
4721;Vitor Gabriel Duarte;levimoraes@example.org;2292.98
4722;Evelyn Moraes;nuneskamilly@example.net;9618.63
4723;Benício Sales;ppeixoto@example.org;3952.92
4724;Maria Fernanda Gonçalves;gustavo-henrique97@example.net;2263.87
4725;Manuela Fogaça;saravi-lucca@example.net;7482.83
4726;Luigi Melo;da-rochapietro@example.com;6009.25
4727;Rafaela Andrade;viniciuspinto@example.com;2895.66
4728;Juan Azevedo;enzo13@example.org;4585.78
4729;Breno da Conceição;liam86@example.net;4803.17
4730;Júlia Mendonça;alexia20@example.org;8678.22
4731;Manuella Pacheco;jose-miguelrodrigues@example.org;3670.88
4732;Emanuel Farias;correiamaite@example.com;9011.31
4733;Sr. Antony Montenegro;ester35@example.org;1976.97
4734;Dra. Rebeca da Luz;pastorbenjamin@example.net;8526.82
4735;Otto Albuquerque;limaheloisa@example.com;7262.64
4736;Vinicius Freitas;alvesnoah@example.net;1313.76
4737;Isaque Viana;qdas-neves@example.net;9072.29
4738;Renan Dias;gcamara@example.com;3342.18
4739;Dr. Liam Rocha;rebeca20@example.net;4034.77
4740;Letícia Cardoso;paulo51@example.net;4144.58
4741;Maria Luísa Sá;oliviacavalcanti@example.net;2685.45
4742;Arthur Gabriel Cirino;lorena03@example.net;9231.92
4743;Olivia Correia;caldeiraalexandre@example.net;2624.99
4744;Lucca Sousa;igorfonseca@example.org;7487.02
4745;Marcela da Rocha;siqueiramaria-julia@example.org;4936.51
4746;Alexia Gonçalves;maysa97@example.com;3038.67
4747;Maria Alice Teixeira;isales@example.org;6545.76
4748;Lorena Nunes;santosjuan@example.com;9016.08
4749;Yago Souza;qda-rosa@example.net;8777.19
4750;Ágatha Alves;vmonteiro@example.org;4715.56
4751;Luiza Ramos;vinicius16@example.com;7714.05
4752;Kaique Novaes;danilorodrigues@example.org;5311.62
4753;Sra. Maria Liz Andrade;peixotolivia@example.org;6137.20
4754;Benjamin Silveira;lucas-gabrielbarros@example.com;9650.66
4755;Luigi Freitas;ygomes@example.com;8310.47
4756;Isabela Silveira;henryda-rosa@example.org;9161.35
4757;Anthony Freitas;ana-carolina64@example.org;2075.49
4758;Dra. Jade Cirino;evelyn25@example.com;4466.52
4759;Ravi Lucca Nogueira;mariana88@example.org;2968.97
4760;Juliana Cavalcanti;njesus@example.net;8906.65
4761;Anna Liz das Neves;auroramoraes@example.com;1592.08
4762;Maria Alice Campos;silvarenan@example.com;1296.16
4763;Sr. Luiz Fernando da Mota;alana44@example.org;3511.11
4764;Noah Carvalho;edias@example.com;7483.90
4765;Benjamim Siqueira;vitor-hugo52@example.org;4077.03
4766;Enzo Gabriel Pinto;maria-clara92@example.org;8634.41
